time,output_power,wind_speed,temperature,pressure
2010-01-07 17:00:00+01:00,1180727.2046728372,3.33863,262.56,100217.0
2010-01-07 18:00:00+01:00,960240.0998690948,3.5237800000000004,262.87,100274.0
2010-01-07 19:00:00+01:00,1304828.034651368,3.60297,263.15,100330.0
2010-01-07 20:00:00+01:00,1227802.6856813724,3.53191,263.8,100380.0
2010-01-07 21:00:00+01:00,1075824.6658066951,3.25355,264.23,100434.0
2010-01-07 22:00:00+01:00,728308.7080285712,2.85047,264.56,100497.0
2010-01-07 23:00:00+01:00,728976.3783113481,2.27388,264.95,100557.0
2010-01-08 00:00:00+01:00,429480.685127471,1.7513599999999998,265.27,100617.0
2010-01-08 01:00:00+01:00,232133.09713146594,1.20631,265.38,100670.0
2010-01-08 02:00:00+01:00,227028.0288377153,0.8459459999999999,265.41,100745.0
2010-01-08 03:00:00+01:00,252818.73426311355,1.7043400000000002,265.34,100773.0
2010-01-08 04:00:00+01:00,488359.38676652045,1.9802,265.29,100819.0
2010-01-08 05:00:00+01:00,743335.7255614777,2.40716,265.19,100846.0
2010-01-08 06:00:00+01:00,1029295.8651267429,2.79641,265.17,100854.0
2010-01-08 07:00:00+01:00,977385.1836899336,3.04056,265.18,100873.0
2010-01-08 08:00:00+01:00,1388260.6897087223,3.45218,265.15,100862.0
2010-01-08 09:00:00+01:00,1776673.908704164,4.14499,265.44,100857.0
2010-01-08 10:00:00+01:00,1584117.7453224503,4.5154,265.83,100856.0
2010-01-08 11:00:00+01:00,2738281.2827182813,5.0034,266.24,100849.0
2010-01-08 12:00:00+01:00,3033691.1228715694,5.76208,266.58,100829.0
2010-01-08 13:00:00+01:00,3127175.576262395,6.30171,266.68,100802.0
2010-01-08 14:00:00+01:00,3630698.6687574536,6.55537,266.6,100794.0
2010-01-08 15:00:00+01:00,3532785.4586719614,6.33082,266.32,100769.0
2010-01-08 16:00:00+01:00,3124549.6255238457,6.13089,265.93,100727.0
2010-01-08 17:00:00+01:00,3282370.331426628,6.4282900000000005,265.63,100682.0
2010-01-08 18:00:00+01:00,3767799.122180992,6.443,265.38,100639.0
2010-01-08 19:00:00+01:00,3839473.4799565687,6.53751,265.15,100593.0
